bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,product,timestamp
208,0,204,3,CHADS_STOCKS,50500
100,0,96,1,JOHNS_STOCKS,50500
205,0,199,1,CASTLE_STOCKS,50500
140,0,138,0,CUTHS_STOCKS,50500
93,0,89,0,HATFIELD_STOCKS,50600
88,0,86,0,COLLINGWOOD_STOCKS,50600
206,0,204,0,CHADS_STOCKS,50600
99,0,95,0,JOHNS_STOCKS,50600
204,4,198,8,CASTLE_STOCKS,50600
140,3,136,0,CUTHS_STOCKS,50600
94,3,90,1,HATFIELD_STOCKS,50700
89,0,85,0,COLLINGWOOD_STOCKS,50700
208,0,204,0,CHADS_STOCKS,50700
100,0,96,0,JOHNS_STOCKS,50700
206,9,198,5,CASTLE_STOCKS,50700
138,0,136,1,CUTHS_STOCKS,50700
93,2,89,0,HATFIELD_STOCKS,50800
88,0,84,0,COLLINGWOOD_STOCKS,50800
210,0,206,0,CHADS_STOCKS,50800
100,0,96,0,JOHNS_STOCKS,50800
205,10,199,3,CASTLE_STOCKS,50800
139,0,135,0,CUTHS_STOCKS,50800
92,0,88,0,HATFIELD_STOCKS,50900
86,0,84,1,COLLINGWOOD_STOCKS,50900
211,0,207,0,CHADS_STOCKS,50900
101,4,97,0,JOHNS_STOCKS,50900
205,1,199,7,CASTLE_STOCKS,50900
138,0,134,0,CUTHS_STOCKS,50900
92,0,90,0,HATFIELD_STOCKS,51000
87,0,85,3,COLLINGWOOD_STOCKS,51000
211,2,207,2,CHADS_STOCKS,51000
101,0,99,1,JOHNS_STOCKS,51000
205,6,197,4,CASTLE_STOCKS,51000
136,3,134,4,CUTHS_STOCKS,51000
92,1,88,1,HATFIELD_STOCKS,51100
86,2,84,0,COLLINGWOOD_STOCKS,51100
210,0,208,0,CHADS_STOCKS,51100
103,3,99,1,JOHNS_STOCKS,51100
205,5,199,3,CASTLE_STOCKS,51100
138,0,134,1,CUTHS_STOCKS,51100
92,0,88,0,HATFIELD_STOCKS,51200
87,0,85,0,COLLINGWOOD_STOCKS,51200
212,3,208,4,CHADS_STOCKS,51200
101,0,99,0,JOHNS_STOCKS,51200
205,6,199,1,CASTLE_STOCKS,51200
138,0,134,0,CUTHS_STOCKS,51200
91,0,89,2,HATFIELD_STOCKS,51300
89,0,85,1,COLLINGWOOD_STOCKS,51300
212,3,210,2,CHADS_STOCKS,51300
102,0,98,0,JOHNS_STOCKS,51300
206,5,198,11,CASTLE_STOCKS,51300
137,1,133,1,CUTHS_STOCKS,51300
93,4,89,1,HATFIELD_STOCKS,51400
89,0,85,0,COLLINGWOOD_STOCKS,51400
212,2,210,1,CHADS_STOCKS,51400
103,0,99,0,JOHNS_STOCKS,51400
206,1,198,0,CASTLE_STOCKS,51400
137,0,133,0,CUTHS_STOCKS,51400
92,0,90,1,HATFIELD_STOCKS,51500
90,0,86,1,COLLINGWOOD_STOCKS,51500
214,2,210,0,CHADS_STOCKS,51500
101,2,99,1,JOHNS_STOCKS,51500
205,4,199,2,CASTLE_STOCKS,51500
136,2,134,1,CUTHS_STOCKS,51500
93,1,89,0,HATFIELD_STOCKS,51600
89,0,85,2,COLLINGWOOD_STOCKS,51600
212,0,208,0,CHADS_STOCKS,51600
102,0,98,0,JOHNS_STOCKS,51600
206,9,198,4,CASTLE_STOCKS,51600
135,0,133,3,CUTHS_STOCKS,51600
93,0,91,0,HATFIELD_STOCKS,51700
90,1,86,2,COLLINGWOOD_STOCKS,51700
211,0,209,0,CHADS_STOCKS,51700
102,0,100,0,JOHNS_STOCKS,51700
206,1,198,3,CASTLE_STOCKS,51700
136,3,132,2,CUTHS_STOCKS,51700
94,0,90,0,HATFIELD_STOCKS,51800
90,1,86,1,COLLINGWOOD_STOCKS,51800
211,1,207,1,CHADS_STOCKS,51800
101,2,99,2,JOHNS_STOCKS,51800
206,0,198,0,CASTLE_STOCKS,51800
136,1,132,1,CUTHS_STOCKS,51800
93,2,91,1,HATFIELD_STOCKS,51900
90,3,86,1,COLLINGWOOD_STOCKS,51900
212,0,208,1,CHADS_STOCKS,51900
103,1,99,0,JOHNS_STOCKS,51900
205,1,199,0,CASTLE_STOCKS,51900
137,2,133,2,CUTHS_STOCKS,51900
93,1,91,2,HATFIELD_STOCKS,52000
91,2,87,1,COLLINGWOOD_STOCKS,52000
209,2,207,2,CHADS_STOCKS,52000
105,0,101,0,JOHNS_STOCKS,52000
206,1,198,0,CASTLE_STOCKS,52000
137,0,133,0,CUTHS_STOCKS,52000
93,4,91,3,HATFIELD_STOCKS,52100
90,3,86,3,COLLINGWOOD_STOCKS,52100
209,0,207,0,CHADS_STOCKS,52100
105,0,101,1,JOHNS_STOCKS,52100
206,4,198,5,CASTLE_STOCKS,52100
138,1,134,2,CUTHS_STOCKS,52100
93,0,91,0,HATFIELD_STOCKS,52200
89,1,87,3,COLLINGWOOD_STOCKS,52200
210,2,206,0,CHADS_STOCKS,52200
105,0,101,0,JOHNS_STOCKS,52200
206,0,198,0,CASTLE_STOCKS,52200
138,0,134,0,CUTHS_STOCKS,52200
95,0,91,0,HATFIELD_STOCKS,52300
90,0,88,0,COLLINGWOOD_STOCKS,52300
208,0,204,0,CHADS_STOCKS,52300
103,0,99,0,JOHNS_STOCKS,52300
206,2,198,0,CASTLE_STOCKS,52300
138,0,134,3,CUTHS_STOCKS,52300
95,1,91,1,HATFIELD_STOCKS,52400
90,1,88,1,COLLINGWOOD_STOCKS,52400
208,3,204,0,CHADS_STOCKS,52400
101,2,99,2,JOHNS_STOCKS,52400
205,4,199,1,CASTLE_STOCKS,52400
138,0,134,2,CUTHS_STOCKS,52400
95,2,93,1,HATFIELD_STOCKS,52500
92,3,88,4,COLLINGWOOD_STOCKS,52500
208,3,206,2,CHADS_STOCKS,52500
99,0,97,1,JOHNS_STOCKS,52500
206,0,198,1,CASTLE_STOCKS,52500
138,2,134,1,CUTHS_STOCKS,52500
96,1,92,0,HATFIELD_STOCKS,52600
91,4,89,1,COLLINGWOOD_STOCKS,52600
208,1,206,2,CHADS_STOCKS,52600
102,0,98,0,JOHNS_STOCKS,52600
205,0,197,0,CASTLE_STOCKS,52600
138,0,134,0,CUTHS_STOCKS,52600
96,1,92,1,HATFIELD_STOCKS,52700
93,0,89,0,COLLINGWOOD_STOCKS,52700
207,1,203,1,CHADS_STOCKS,52700
100,2,96,4,JOHNS_STOCKS,52700
206,0,198,10,CASTLE_STOCKS,52700
139,2,135,1,CUTHS_STOCKS,52700
96,1,92,1,HATFIELD_STOCKS,52800
92,0,90,1,COLLINGWOOD_STOCKS,52800
206,3,204,3,CHADS_STOCKS,52800
100,0,96,2,JOHNS_STOCKS,52800
206,2,198,0,CASTLE_STOCKS,52800
137,2,135,3,CUTHS_STOCKS,52800
96,1,92,0,HATFIELD_STOCKS,52900
93,0,89,0,COLLINGWOOD_STOCKS,52900
211,0,207,0,CHADS_STOCKS,52900
99,0,97,2,JOHNS_STOCKS,52900
206,0,198,0,CASTLE_STOCKS,52900
138,0,134,0,CUTHS_STOCKS,52900
96,2,92,2,HATFIELD_STOCKS,53000
92,0,90,0,COLLINGWOOD_STOCKS,53000
210,0,206,0,CHADS_STOCKS,53000
100,0,96,0,JOHNS_STOCKS,53000
205,5,199,2,CASTLE_STOCKS,53000
137,0,133,2,CUTHS_STOCKS,53000
95,0,93,0,HATFIELD_STOCKS,53100
92,1,90,0,COLLINGWOOD_STOCKS,53100
210,2,206,1,CHADS_STOCKS,53100
98,1,96,1,JOHNS_STOCKS,53100
204,3,198,1,CASTLE_STOCKS,53100
137,3,133,3,CUTHS_STOCKS,53100
95,0,91,1,HATFIELD_STOCKS,53200
92,1,90,1,COLLINGWOOD_STOCKS,53200
210,0,206,0,CHADS_STOCKS,53200
99,0,95,0,JOHNS_STOCKS,53200
205,10,197,1,CASTLE_STOCKS,53200
136,0,132,0,CUTHS_STOCKS,53200
95,2,91,2,HATFIELD_STOCKS,53300
92,1,88,1,COLLINGWOOD_STOCKS,53300
209,0,205,2,CHADS_STOCKS,53300
100,1,96,1,JOHNS_STOCKS,53300
205,4,197,9,CASTLE_STOCKS,53300
135,3,133,4,CUTHS_STOCKS,53300
94,0,90,0,HATFIELD_STOCKS,53400
92,0,88,0,COLLINGWOOD_STOCKS,53400
208,3,206,1,CHADS_STOCKS,53400
98,1,96,2,JOHNS_STOCKS,53400
205,0,197,2,CASTLE_STOCKS,53400
136,0,132,1,CUTHS_STOCKS,53400
93,1,91,2,HATFIELD_STOCKS,53500
92,3,88,2,COLLINGWOOD_STOCKS,53500
207,0,205,0,CHADS_STOCKS,53500
100,3,96,3,JOHNS_STOCKS,53500
206,1,198,1,CASTLE_STOCKS,53500
137,1,133,0,CUTHS_STOCKS,53500
94,1,90,0,HATFIELD_STOCKS,53600
91,1,87,1,COLLINGWOOD_STOCKS,53600
206,0,202,2,CHADS_STOCKS,53600
99,0,97,0,JOHNS_STOCKS,53600
205,1,199,2,CASTLE_STOCKS,53600
136,0,134,0,CUTHS_STOCKS,53600
93,1,89,2,HATFIELD_STOCKS,53700
91,0,87,2,COLLINGWOOD_STOCKS,53700
208,1,204,1,CHADS_STOCKS,53700
100,3,96,3,JOHNS_STOCKS,53700
206,3,200,2,CASTLE_STOCKS,53700
136,0,132,1,CUTHS_STOCKS,53700
92,0,90,0,HATFIELD_STOCKS,53800
90,0,88,0,COLLINGWOOD_STOCKS,53800
206,0,202,0,CHADS_STOCKS,53800
98,0,94,0,JOHNS_STOCKS,53800
206,2,198,4,CASTLE_STOCKS,53800
136,0,134,1,CUTHS_STOCKS,53800
91,0,89,0,HATFIELD_STOCKS,53900
89,1,87,1,COLLINGWOOD_STOCKS,53900
205,0,201,0,CHADS_STOCKS,53900
98,1,94,2,JOHNS_STOCKS,53900
207,0,199,5,CASTLE_STOCKS,53900
136,1,134,2,CUTHS_STOCKS,53900
93,2,89,0,HATFIELD_STOCKS,54000
91,0,87,0,COLLINGWOOD_STOCKS,54000
206,2,202,0,CHADS_STOCKS,54000
97,0,95,0,JOHNS_STOCKS,54000
206,0,200,0,CASTLE_STOCKS,54000
135,2,133,0,CUTHS_STOCKS,54000
93,1,89,1,HATFIELD_STOCKS,54100
89,0,87,0,COLLINGWOOD_STOCKS,54100
204,0,200,0,CHADS_STOCKS,54100
97,0,93,1,JOHNS_STOCKS,54100
207,0,199,3,CASTLE_STOCKS,54100
135,1,131,1,CUTHS_STOCKS,54100
93,0,89,0,HATFIELD_STOCKS,54200
90,0,86,3,COLLINGWOOD_STOCKS,54200
204,4,202,0,CHADS_STOCKS,54200
98,2,94,1,JOHNS_STOCKS,54200
207,0,199,2,CASTLE_STOCKS,54200
134,2,130,0,CUTHS_STOCKS,54200
91,1,89,1,HATFIELD_STOCKS,54300
88,0,86,0,COLLINGWOOD_STOCKS,54300
204,0,202,3,CHADS_STOCKS,54300
96,2,94,2,JOHNS_STOCKS,54300
206,3,198,1,CASTLE_STOCKS,54300
135,2,131,1,CUTHS_STOCKS,54300
92,2,88,2,HATFIELD_STOCKS,54400
88,0,86,0,COLLINGWOOD_STOCKS,54400
207,1,203,1,CHADS_STOCKS,54400
99,2,95,2,JOHNS_STOCKS,54400
206,7,198,0,CASTLE_STOCKS,54400
135,0,131,0,CUTHS_STOCKS,54400
92,0,88,0,HATFIELD_STOCKS,54500
89,0,85,0,COLLINGWOOD_STOCKS,54500
206,1,202,0,CHADS_STOCKS,54500
100,0,96,0,JOHNS_STOCKS,54500
207,1,199,3,CASTLE_STOCKS,54500
134,0,132,0,CUTHS_STOCKS,54500
93,2,89,3,HATFIELD_STOCKS,54600
88,1,86,1,COLLINGWOOD_STOCKS,54600
203,0,201,1,CHADS_STOCKS,54600
98,1,94,1,JOHNS_STOCKS,54600
206,6,200,8,CASTLE_STOCKS,54600
135,0,131,0,CUTHS_STOCKS,54600
91,0,89,3,HATFIELD_STOCKS,54700
89,0,85,0,COLLINGWOOD_STOCKS,54700
206,0,202,0,CHADS_STOCKS,54700
98,0,96,0,JOHNS_STOCKS,54700
206,1,200,1,CASTLE_STOCKS,54700
134,0,130,4,CUTHS_STOCKS,54700
94,0,90,1,HATFIELD_STOCKS,54800
89,1,87,0,COLLINGWOOD_STOCKS,54800
206,4,202,1,CHADS_STOCKS,54800
98,1,94,0,JOHNS_STOCKS,54800
207,2,201,6,CASTLE_STOCKS,54800
132,0,130,0,CUTHS_STOCKS,54800
95,0,91,0,HATFIELD_STOCKS,54900
90,1,88,1,COLLINGWOOD_STOCKS,54900
206,0,204,0,CHADS_STOCKS,54900
100,0,98,0,JOHNS_STOCKS,54900
206,0,200,3,CASTLE_STOCKS,54900
134,0,130,1,CUTHS_STOCKS,54900
96,0,92,4,HATFIELD_STOCKS,55000
91,0,89,0,COLLINGWOOD_STOCKS,55000
206,3,204,1,CHADS_STOCKS,55000
101,0,99,0,JOHNS_STOCKS,55000
207,0,199,0,CASTLE_STOCKS,55000
134,0,132,0,CUTHS_STOCKS,55000
96,1,92,3,HATFIELD_STOCKS,55100
90,0,88,0,COLLINGWOOD_STOCKS,55100
209,0,205,0,CHADS_STOCKS,55100
103,3,99,0,JOHNS_STOCKS,55100
206,0,200,0,CASTLE_STOCKS,55100
135,0,131,0,CUTHS_STOCKS,55100
94,0,92,0,HATFIELD_STOCKS,55200
91,1,87,0,COLLINGWOOD_STOCKS,55200
208,0,206,0,CHADS_STOCKS,55200
104,1,100,0,JOHNS_STOCKS,55200
207,1,199,0,CASTLE_STOCKS,55200
134,0,132,0,CUTHS_STOCKS,55200
95,1,91,2,HATFIELD_STOCKS,55300
92,0,88,0,COLLINGWOOD_STOCKS,55300
210,0,206,0,CHADS_STOCKS,55300
102,1,100,1,JOHNS_STOCKS,55300
207,8,199,7,CASTLE_STOCKS,55300
135,0,131,3,CUTHS_STOCKS,55300
95,1,93,0,HATFIELD_STOCKS,55400
92,2,88,0,COLLINGWOOD_STOCKS,55400
209,0,207,0,CHADS_STOCKS,55400
103,0,99,0,JOHNS_STOCKS,55400
207,1,199,5,CASTLE_STOCKS,55400
134,1,130,1,CUTHS_STOCKS,55400
95,1,93,2,HATFIELD_STOCKS,55500
92,1,88,0,COLLINGWOOD_STOCKS,55500
209,0,205,0,CHADS_STOCKS,55500
101,1,99,3,JOHNS_STOCKS,55500
207,3,201,2,CASTLE_STOCKS,55500
134,0,130,0,CUTHS_STOCKS,55500
95,1,93,0,HATFIELD_STOCKS,55600
91,0,89,0,COLLINGWOOD_STOCKS,55600
209,0,205,0,CHADS_STOCKS,55600
100,0,96,0,JOHNS_STOCKS,55600
208,4,200,7,CASTLE_STOCKS,55600
133,0,129,0,CUTHS_STOCKS,55600
96,1,92,2,HATFIELD_STOCKS,55700
93,1,89,1,COLLINGWOOD_STOCKS,55700
209,1,205,1,CHADS_STOCKS,55700
102,0,98,0,JOHNS_STOCKS,55700
206,0,200,0,CASTLE_STOCKS,55700
133,0,129,2,CUTHS_STOCKS,55700
97,2,93,0,HATFIELD_STOCKS,55800
93,0,89,0,COLLINGWOOD_STOCKS,55800
210,0,206,0,CHADS_STOCKS,55800
104,0,100,0,JOHNS_STOCKS,55800
208,6,200,4,CASTLE_STOCKS,55800
133,1,129,0,CUTHS_STOCKS,55800
96,3,94,1,HATFIELD_STOCKS,55900
94,0,90,2,COLLINGWOOD_STOCKS,55900
209,0,205,0,CHADS_STOCKS,55900
103,2,99,0,JOHNS_STOCKS,55900
207,2,199,4,CASTLE_STOCKS,55900
133,0,131,0,CUTHS_STOCKS,55900
97,0,93,2,HATFIELD_STOCKS,56000
94,2,90,2,COLLINGWOOD_STOCKS,56000
210,0,206,0,CHADS_STOCKS,56000
105,3,101,2,JOHNS_STOCKS,56000
207,0,199,0,CASTLE_STOCKS,56000
133,2,131,3,CUTHS_STOCKS,56000
95,2,93,2,HATFIELD_STOCKS,56100
92,0,90,0,COLLINGWOOD_STOCKS,56100
208,0,206,1,CHADS_STOCKS,56100
105,0,101,1,JOHNS_STOCKS,56100
207,0,199,0,CASTLE_STOCKS,56100
134,0,130,0,CUTHS_STOCKS,56100
95,0,91,0,HATFIELD_STOCKS,56200
92,0,88,0,COLLINGWOOD_STOCKS,56200
209,4,205,4,CHADS_STOCKS,56200
104,0,100,0,JOHNS_STOCKS,56200
206,8,200,3,CASTLE_STOCKS,56200
133,0,131,0,CUTHS_STOCKS,56200
95,0,91,0,HATFIELD_STOCKS,56300
92,0,88,2,COLLINGWOOD_STOCKS,56300
208,2,204,2,CHADS_STOCKS,56300
104,3,100,3,JOHNS_STOCKS,56300
205,4,199,2,CASTLE_STOCKS,56300
133,0,131,0,CUTHS_STOCKS,56300
96,0,92,3,HATFIELD_STOCKS,56400
92,1,88,0,COLLINGWOOD_STOCKS,56400
208,2,206,0,CHADS_STOCKS,56400
100,2,98,1,JOHNS_STOCKS,56400
206,1,198,7,CASTLE_STOCKS,56400
134,0,130,0,CUTHS_STOCKS,56400
94,0,90,0,HATFIELD_STOCKS,56500
90,3,88,4,COLLINGWOOD_STOCKS,56500
209,0,205,0,CHADS_STOCKS,56500
101,0,97,0,JOHNS_STOCKS,56500
205,1,199,1,CASTLE_STOCKS,56500
133,2,131,0,CUTHS_STOCKS,56500
94,0,90,1,HATFIELD_STOCKS,56600
90,0,86,0,COLLINGWOOD_STOCKS,56600
208,0,204,0,CHADS_STOCKS,56600
103,0,99,0,JOHNS_STOCKS,56600
205,2,199,4,CASTLE_STOCKS,56600
134,1,130,1,CUTHS_STOCKS,56600
93,1,89,1,HATFIELD_STOCKS,56700
89,0,85,0,COLLINGWOOD_STOCKS,56700
207,1,205,1,CHADS_STOCKS,56700
105,0,101,0,JOHNS_STOCKS,56700
205,0,199,0,CASTLE_STOCKS,56700
133,0,131,0,CUTHS_STOCKS,56700
93,0,91,0,HATFIELD_STOCKS,56800
89,0,85,0,COLLINGWOOD_STOCKS,56800
207,3,205,1,CHADS_STOCKS,56800
106,0,102,1,JOHNS_STOCKS,56800
206,0,200,4,CASTLE_STOCKS,56800
134,1,130,0,CUTHS_STOCKS,56800
94,1,90,2,HATFIELD_STOCKS,56900
90,1,86,2,COLLINGWOOD_STOCKS,56900
207,0,203,0,CHADS_STOCKS,56900
105,1,101,0,JOHNS_STOCKS,56900
207,0,199,0,CASTLE_STOCKS,56900
134,1,132,0,CUTHS_STOCKS,56900
94,0,90,2,HATFIELD_STOCKS,57000
89,0,87,2,COLLINGWOOD_STOCKS,57000
206,0,204,1,CHADS_STOCKS,57000
105,3,101,2,JOHNS_STOCKS,57000
207,7,199,10,CASTLE_STOCKS,57000
133,1,131,3,CUTHS_STOCKS,57000
93,0,91,1,HATFIELD_STOCKS,57100
90,0,86,0,COLLINGWOOD_STOCKS,57100
206,0,202,0,CHADS_STOCKS,57100
107,3,103,3,JOHNS_STOCKS,57100
207,1,199,11,CASTLE_STOCKS,57100
133,0,129,0,CUTHS_STOCKS,57100
93,2,89,1,HATFIELD_STOCKS,57200
90,2,86,2,COLLINGWOOD_STOCKS,57200
209,3,205,1,CHADS_STOCKS,57200
106,0,102,3,JOHNS_STOCKS,57200
206,8,198,1,CASTLE_STOCKS,57200
132,1,128,1,CUTHS_STOCKS,57200
92,0,90,0,HATFIELD_STOCKS,57300
89,0,85,0,COLLINGWOOD_STOCKS,57300
207,1,205,0,CHADS_STOCKS,57300
105,0,101,1,JOHNS_STOCKS,57300
206,2,198,0,CASTLE_STOCKS,57300
132,0,128,4,CUTHS_STOCKS,57300
93,0,89,0,HATFIELD_STOCKS,57400
89,0,87,0,COLLINGWOOD_STOCKS,57400
208,3,206,2,CHADS_STOCKS,57400
105,0,101,0,JOHNS_STOCKS,57400
207,6,199,4,CASTLE_STOCKS,57400
132,1,128,1,CUTHS_STOCKS,57400
93,4,89,3,HATFIELD_STOCKS,57500
90,2,86,2,COLLINGWOOD_STOCKS,57500
210,3,206,0,CHADS_STOCKS,57500
106,2,104,0,JOHNS_STOCKS,57500
206,7,200,0,CASTLE_STOCKS,57500
132,2,128,0,CUTHS_STOCKS,57500
94,0,90,0,HATFIELD_STOCKS,57600
89,0,85,0,COLLINGWOOD_STOCKS,57600
209,0,205,0,CHADS_STOCKS,57600
108,2,106,2,JOHNS_STOCKS,57600
207,8,199,2,CASTLE_STOCKS,57600
132,1,128,2,CUTHS_STOCKS,57600
93,1,89,2,HATFIELD_STOCKS,57700
88,1,86,0,COLLINGWOOD_STOCKS,57700
211,0,207,0,CHADS_STOCKS,57700
108,3,106,2,JOHNS_STOCKS,57700
206,1,200,0,CASTLE_STOCKS,57700
131,1,129,0,CUTHS_STOCKS,57700
93,1,91,0,HATFIELD_STOCKS,57800
90,0,86,1,COLLINGWOOD_STOCKS,57800
212,0,208,0,CHADS_STOCKS,57800
109,0,105,0,JOHNS_STOCKS,57800
207,0,199,0,CASTLE_STOCKS,57800
133,3,129,2,CUTHS_STOCKS,57800
94,0,90,1,HATFIELD_STOCKS,57900
90,0,86,1,COLLINGWOOD_STOCKS,57900
212,0,208,0,CHADS_STOCKS,57900
108,1,104,3,JOHNS_STOCKS,57900
207,0,199,8,CASTLE_STOCKS,57900
132,4,130,0,CUTHS_STOCKS,57900
95,0,91,1,HATFIELD_STOCKS,58000
89,0,85,0,COLLINGWOOD_STOCKS,58000
211,0,209,1,CHADS_STOCKS,58000
110,0,106,0,JOHNS_STOCKS,58000
207,0,199,0,CASTLE_STOCKS,58000
132,0,130,0,CUTHS_STOCKS,58000
95,0,91,0,HATFIELD_STOCKS,58100
89,3,87,2,COLLINGWOOD_STOCKS,58100
212,0,208,0,CHADS_STOCKS,58100
108,1,106,2,JOHNS_STOCKS,58100
207,6,199,0,CASTLE_STOCKS,58100
132,2,130,1,CUTHS_STOCKS,58100
95,0,91,0,HATFIELD_STOCKS,58200
91,1,87,0,COLLINGWOOD_STOCKS,58200
211,1,209,1,CHADS_STOCKS,58200
108,0,106,0,JOHNS_STOCKS,58200
206,0,200,7,CASTLE_STOCKS,58200
131,4,129,3,CUTHS_STOCKS,58200
96,0,92,0,HATFIELD_STOCKS,58300
90,1,88,1,COLLINGWOOD_STOCKS,58300
214,2,210,0,CHADS_STOCKS,58300
111,0,109,0,JOHNS_STOCKS,58300
206,0,200,7,CASTLE_STOCKS,58300
133,4,129,0,CUTHS_STOCKS,58300
96,2,92,0,HATFIELD_STOCKS,58400
91,1,87,2,COLLINGWOOD_STOCKS,58400
215,0,211,1,CHADS_STOCKS,58400
112,2,108,2,JOHNS_STOCKS,58400
207,5,199,12,CASTLE_STOCKS,58400
132,3,128,3,CUTHS_STOCKS,58400
95,1,91,2,HATFIELD_STOCKS,58500
90,1,86,0,COLLINGWOOD_STOCKS,58500
214,1,212,0,CHADS_STOCKS,58500
112,2,108,2,JOHNS_STOCKS,58500
207,3,199,7,CASTLE_STOCKS,58500
133,2,129,0,CUTHS_STOCKS,58500
95,2,91,1,HATFIELD_STOCKS,58600
91,3,87,4,COLLINGWOOD_STOCKS,58600
215,1,213,0,CHADS_STOCKS,58600
115,0,113,0,JOHNS_STOCKS,58600
206,1,198,1,CASTLE_STOCKS,58600
132,1,130,0,CUTHS_STOCKS,58600
93,3,91,2,HATFIELD_STOCKS,58700
90,0,86,4,COLLINGWOOD_STOCKS,58700
215,0,211,1,CHADS_STOCKS,58700
115,0,111,1,JOHNS_STOCKS,58700
206,0,200,0,CASTLE_STOCKS,58700
131,0,127,0,CUTHS_STOCKS,58700
95,2,91,4,HATFIELD_STOCKS,58800
91,3,87,0,COLLINGWOOD_STOCKS,58800
215,0,211,0,CHADS_STOCKS,58800
114,0,112,0,JOHNS_STOCKS,58800
206,3,200,3,CASTLE_STOCKS,58800
132,0,128,0,CUTHS_STOCKS,58800
95,0,93,0,HATFIELD_STOCKS,58900
92,0,88,0,COLLINGWOOD_STOCKS,58900
215,3,211,0,CHADS_STOCKS,58900
113,0,111,0,JOHNS_STOCKS,58900
206,3,198,2,CASTLE_STOCKS,58900
132,2,128,1,CUTHS_STOCKS,58900
95,0,93,0,HATFIELD_STOCKS,59000
90,2,88,4,COLLINGWOOD_STOCKS,59000
215,0,211,0,CHADS_STOCKS,59000
113,0,111,0,JOHNS_STOCKS,59000
206,5,198,1,CASTLE_STOCKS,59000
131,2,127,0,CUTHS_STOCKS,59000
95,0,91,2,HATFIELD_STOCKS,59100
90,3,88,3,COLLINGWOOD_STOCKS,59100
214,0,210,2,CHADS_STOCKS,59100
114,2,110,0,JOHNS_STOCKS,59100
205,0,199,4,CASTLE_STOCKS,59100
129,0,127,0,CUTHS_STOCKS,59100
95,3,91,3,HATFIELD_STOCKS,59200
90,0,88,0,COLLINGWOOD_STOCKS,59200
213,3,211,2,CHADS_STOCKS,59200
115,1,111,2,JOHNS_STOCKS,59200
206,0,200,1,CASTLE_STOCKS,59200
131,0,127,0,CUTHS_STOCKS,59200
97,0,93,0,HATFIELD_STOCKS,59300
92,0,88,0,COLLINGWOOD_STOCKS,59300
216,0,214,0,CHADS_STOCKS,59300
115,0,113,0,JOHNS_STOCKS,59300
207,6,199,8,CASTLE_STOCKS,59300
130,0,126,0,CUTHS_STOCKS,59300
95,2,93,0,HATFIELD_STOCKS,59400
92,4,88,2,COLLINGWOOD_STOCKS,59400
217,1,213,4,CHADS_STOCKS,59400
116,1,112,0,JOHNS_STOCKS,59400
207,2,199,0,CASTLE_STOCKS,59400
130,0,126,0,CUTHS_STOCKS,59400
95,0,93,0,HATFIELD_STOCKS,59500
92,3,88,2,COLLINGWOOD_STOCKS,59500
218,0,214,0,CHADS_STOCKS,59500
116,0,112,0,JOHNS_STOCKS,59500
207,1,199,10,CASTLE_STOCKS,59500
130,4,126,2,CUTHS_STOCKS,59500
98,1,94,0,HATFIELD_STOCKS,59600
93,1,89,1,COLLINGWOOD_STOCKS,59600
218,1,214,1,CHADS_STOCKS,59600
117,0,113,0,JOHNS_STOCKS,59600
208,2,200,1,CASTLE_STOCKS,59600
129,0,127,3,CUTHS_STOCKS,59600
99,0,95,0,HATFIELD_STOCKS,59700
93,0,91,0,COLLINGWOOD_STOCKS,59700
217,0,213,1,CHADS_STOCKS,59700
118,1,114,1,JOHNS_STOCKS,59700
208,1,200,0,CASTLE_STOCKS,59700
131,0,127,3,CUTHS_STOCKS,59700
99,0,95,0,HATFIELD_STOCKS,59800
94,3,90,2,COLLINGWOOD_STOCKS,59800
218,0,214,0,CHADS_STOCKS,59800
117,2,113,0,JOHNS_STOCKS,59800
207,1,199,10,CASTLE_STOCKS,59800
129,1,127,1,CUTHS_STOCKS,59800
99,2,95,1,HATFIELD_STOCKS,59900
95,2,91,2,COLLINGWOOD_STOCKS,59900
217,4,213,3,CHADS_STOCKS,59900
116,2,114,0,JOHNS_STOCKS,59900
208,4,200,7,CASTLE_STOCKS,59900
130,1,126,0,CUTHS_STOCKS,59900
99,3,97,2,HATFIELD_STOCKS,60000
95,0,91,0,COLLINGWOOD_STOCKS,60000
219,1,217,1,CHADS_STOCKS,60000
118,2,114,4,JOHNS_STOCKS,60000
206,0,200,0,CASTLE_STOCKS,60000
130,1,126,1,CUTHS_STOCKS,60000
99,2,95,4,HATFIELD_STOCKS,60100
95,0,91,0,COLLINGWOOD_STOCKS,60100
219,0,215,1,CHADS_STOCKS,60100
115,0,113,0,JOHNS_STOCKS,60100
207,12,199,8,CASTLE_STOCKS,60100
130,0,126,0,CUTHS_STOCKS,60100
99,2,95,0,HATFIELD_STOCKS,60200
94,3,90,4,COLLINGWOOD_STOCKS,60200
217,1,215,2,CHADS_STOCKS,60200
115,2,113,2,JOHNS_STOCKS,60200
208,1,200,6,CASTLE_STOCKS,60200
129,0,127,0,CUTHS_STOCKS,60200
99,0,97,0,HATFIELD_STOCKS,60300
95,0,91,0,COLLINGWOOD_STOCKS,60300
219,1,215,0,CHADS_STOCKS,60300
116,2,112,0,JOHNS_STOCKS,60300
